judet,localitate,total_active,asociatii_active,fundatii_active,federatii_active,uniuni_active,persoane_juridice_straine_active
DAMBOVITA,COMUNA I.L.CARAGIALE DN 72.A,1,0,1,0,0,0
DAMBOVITA,"COMUNA I.L.CARAGIALE, SAT GHIRDOVENI",1,1,0,0,0,0
DAMBOVITA,"COMUNA I.L.CARAGIALE, SAT I.L.CARAGIALE",1,1,0,0,0,0
DAMBOVITA,"COMUNA I.L.CARAGIALE, SAT MIJA",1,1,0,0,0,0
DAMBOVITA,"COMUNA IEDERA , SATUL COLIBASI",1,1,0,0,0,0
DAMBOVITA,"COMUNA IEDERA , SATUL COLIBAªI",1,1,0,0,0,0
DAMBOVITA,"COMUNA IEDERA, SAT IEDERA DE SUS",1,1,0,0,0,0
DAMBOVITA,COMUNA LUCIENI,1,1,0,0,0,0
DAMBOVITA,"COMUNA LUCIENI, SAT OLTENI",1,1,0,0,0,0
DAMBOVITA,COMUNA LUDETI,1,1,0,0,0,0
DAMBOVITA,"COMUNA LUNGULETU,",1,1,0,0,0,0
DAMBOVITA,"COMUNA LUNGULETU, SAT LUNGULETU, STR. PRINCIPALA NR. 171, JUDETUL DÔMBOVITA,",1,1,0,0,0,0
DAMBOVITA,"COMUNA LUNGULEŢU, SAT LUNGULEŢU, TARLAUA 37, PARCELA 126/15, JUDEŢUL DÂMBOVIŢA",1,1,0,0,0,0
DAMBOVITA,"COMUNA MALU CU FLORI,",1,1,0,0,0,0
DAMBOVITA,"COMUNA MALU CU FLORI, SAT COPĂCENI, NR.28",1,1,0,0,0,0
DAMBOVITA,COMUNA MATASARU,1,1,0,0,0,0
DAMBOVITA,"COMUNA MOGOSANI, SAT ZAVOIU",1,1,0,0,0,0
DAMBOVITA,COMUNA MORTENI,1,1,0,0,0,0
DAMBOVITA,"COMUNA MOTAIENI, SAT MOÞÃIENI, NR. 198",1,1,0,0,0,0
DAMBOVITA,"COMUNA MĂNEŞTI, SAT DRĂGĂEŞTI-PĂMÂNTENI",1,1,0,0,0,0
DAMBOVITA,COMUNA NICULESTI,1,1,0,0,0,0
DAMBOVITA,"COMUNA ODOBESTI,",1,1,0,0,0,0
DAMBOVITA,"COMUNA ODOBESTI, SAT ZIDURILE, NR. 258",1,1,0,0,0,0
DAMBOVITA,"COMUNA ODOBESTI, STR. PRINCIPALA NR.562",1,1,0,0,0,0
DAMBOVITA,"COMUNA ODOBEŞTI,",1,1,0,0,0,0
DAMBOVITA,"COMUNA PETRESTI, SAT GHERGHESTI, STR. PRINCIPALA, NR.97",1,1,0,0,0,0
DAMBOVITA,"COMUNA PETRESTI, SAT IONESTI, STR. PRINCIPALA, NR. 166, C2,",1,1,0,0,0,0
DAMBOVITA,COMUNA PETREŞTI,1,1,0,0,0,0
DAMBOVITA,"COMUNA PETREŞTI, 176",1,1,0,0,0,0
DAMBOVITA,"COMUNA PEŞINARI, SAT PERŞINARI",1,1,0,0,0,0
DAMBOVITA,COMUNA PIETROSITA,1,0,1,0,0,0
DAMBOVITA,"COMUNA POIANA SAT POIANA, NR. 1151",1,1,0,0,0,0
DAMBOVITA,"COMUNA POTLOGI, SAT PITARU, STR. CLUCER MIHAIL STRAMBEANU, NR. 122,",1,1,0,0,0,0
DAMBOVITA,"COMUNA POTLOGI, SAT PITARU, STR. PITARILOR, NR. 9,",1,1,0,0,0,0
DAMBOVITA,"COMUNA POTLOGI, SAT ROMANESTI",1,1,0,0,0,0
DAMBOVITA,COMUNA PUCHENI SAT PUCHENI NR.304,1,0,0,1,0,0
DAMBOVITA,"COMUNA PUCHENI, SAT PUCHENI",1,1,0,0,0,0
DAMBOVITA,COMUNA RACIU,1,1,0,0,0,0
DAMBOVITA,"COMUNA RACIU, SAT RACIU, NR.19A",1,1,0,0,0,0
DAMBOVITA,COMUNA RUNCU,1,1,0,0,0,0
DAMBOVITA,COMUNA RÂU ALB,1,1,0,0,0,0
DAMBOVITA,"COMUNA RÂU ALB, SAT RÂU ALB",1,1,0,0,0,0
DAMBOVITA,"COMUNA RĂZVAD, SAT RĂZVAD,",1,1,0,0,0,0
DAMBOVITA,"COMUNA RĂZVAD, STR.ŞCOALA DE FETE, NR.32",1,1,0,0,0,0
DAMBOVITA,"COMUNA SALCIOARA, SAT CATUNU",1,1,0,0,0,0
DAMBOVITA,"COMUNA SALCIOARA, SAT GHINESTI, NR. 1A,",1,1,0,0,0,0
DAMBOVITA,"COMUNA SALCIOARA, SAT MIRCEA VODĂ, STR. CALEA BUCURESTI, NR. 12",1,1,0,0,0,0
DAMBOVITA,"COMUNA SELARU,",1,1,0,0,0,0
DAMBOVITA,COMUNA SLOBOZIA MOARA;,1,1,0,0,0,0
DAMBOVITA,COMUNA SNAGOV,1,1,0,0,0,0
DAMBOVITA,COMUNA SOTANGA,1,1,0,0,0,0
DAMBOVITA,COMUNA SOTÂNGA,1,1,0,0,0,0
DAMBOVITA,COMUNA SÃLCIOARA,1,1,0,0,0,0
DAMBOVITA,"COMUNA SĂLCIOARA, SAT GHINEŞTI, STRADA PROFESOR MARIA PARASCHIV, NR. 17.",1,1,0,0,0,0
DAMBOVITA,"COMUNA SĂLCIOARA, SATUL MIRCEA VODĂ NR.138, J",1,1,0,0,0,0
DAMBOVITA,"COMUNA TARTASESTI, NR. 226 CAMERA 2",1,1,0,0,0,0
DAMBOVITA,"COMUNA TARTASESTI, SAT GULIA, STR. SAMURCASI, NR. 30",1,1,0,0,0,0
DAMBOVITA,"COMUNA TARTASESTI,STR.STADIONULUI",1,1,0,0,0,0
DAMBOVITA,"COMUNA TATARANI, SAT PRIBOIU",1,1,0,0,0,0
DAMBOVITA,"COMUNA TÃRTASESTI, SAT GULIA, STR. SAMURCAS, NR 1-3,",1,1,0,0,0,0
DAMBOVITA,COMUNA TÃRTÃºEºTI,1,1,0,0,0,0
DAMBOVITA,"COMUNA TĂRTASESTI,",1,1,0,0,0,0
DAMBOVITA,"COMUNA TĂRTASESTI, SAT BALDANA, STR. DR. IONESCU NR. 24",1,1,0,0,0,0
DAMBOVITA,"COMUNA TĂRTĂSESTI, SAT TĂRTĂSESTI, NR.226, JUDETUL DAMBOVITA (CAMERA 1)",1,1,0,0,0,0
DAMBOVITA,"COMUNA TĂRTĂŞEŞTI, SAT TĂRTĂŞEŞTI, STR. BOGDAN VODĂ NR. 2, CONSTRUCŢIA C1, PARTER,",1,1,0,0,0,0
DAMBOVITA,"COMUNA TĂRTĂŞEŞTI, SATUL TĂRTĂŞEŞTI",1,1,0,0,0,0
DAMBOVITA,"COMUNA TĂRTĂŞEŞTI, STR. LILIACULUI NR. 4, JUD. DÂMBOVIŢA",1,1,0,0,0,0
DAMBOVITA,"COMUNA ULMI, SAT DUMBRAVA",1,1,0,0,0,0
DAMBOVITA,"COMUNA ULMI, SAT MATRACA",1,1,0,0,0,0
DAMBOVITA,"COMUNA ULMI, SAT UDREŞTI",1,1,0,0,0,0
DAMBOVITA,"COMUNA ULMI, SAT ULMI, NR. 225",1,1,0,0,0,0
DAMBOVITA,COMUNA VACARESTI,1,0,1,0,0,0
DAMBOVITA,"COMUNA VALEA LUNGÃ, SATUL VALEA LUNGÃ, NR. 599",1,1,0,0,0,0
DAMBOVITA,"COMUNA VALEA MARE, SAT LIVEZILE, NR. 355",1,1,0,0,0,0
DAMBOVITA,COMUNA VISINA,1,1,0,0,0,0
DAMBOVITA,COMUNA VISINA SAT IZVORU NR.1481,1,1,0,0,0,0
DAMBOVITA,"COMUNA VIºINEºTI, SAT URSEI",1,1,0,0,0,0
DAMBOVITA,"COMUNA VOINESTI, SAT GEMENEA",1,1,0,0,0,0
DAMBOVITA,COMUNA VULCANA PANDELE,1,1,0,0,0,0
DAMBOVITA,"COMUNA VULCANA PANDELE, SAT GURA VULCANEI, STR NELU IONITA, NR.2",1,1,0,0,0,0
DAMBOVITA,"COMUNA VULCANA-BAI, SAT VULCANA DE SUS, STR. INTRARAEA JUDECATOR DR. GEORGE BARLIGEANU, NR. 1",1,1,0,0,0,0
DAMBOVITA,COMUNA VÎRFURI,1,1,0,0,0,0
DAMBOVITA,COMUNA VĂLENI DÂMBOVIŢA,1,1,0,0,0,0
DAMBOVITA,"COMUNA VĂLENI, SAT VĂLENI - DÂMBOVIŢA",1,1,0,0,0,0
DAMBOVITA,"COMUNA VĂLENI-DÂMBOVIŢA, SAT VĂLENI-DÂMBOVIŢA",1,1,0,0,0,0
DAMBOVITA,COMUNA ªELARU,1,1,0,0,0,0
DAMBOVITA,"COMUNA ªELARU, SAT FIERBINÞI",1,1,0,0,0,0
DAMBOVITA,COMUNA ªOTÂNGA,1,1,0,0,0,0
DAMBOVITA,"COMUNA, POTLOGI, SAT POTLOGI, STR. NICOLAE GRIGORESCU NR. 21",1,0,1,0,0,0
DAMBOVITA,CONSTANŢA,1,1,0,0,0,0
DAMBOVITA,CORBI MARI,1,0,1,0,0,0
DAMBOVITA,"CORN ODOBESTI, SAT ODOBESTI, STR BANCII, NR. 424 BIS, CAMERA NR 1,",1,1,0,0,0,0
DAMBOVITA,"CORNATELU ,SAT BOLOVANI,STR ION BOLOVANEANU,NR.159,TARLAUA 9,PARCELA 8",1,1,0,0,0,0
DAMBOVITA,CORNESTI FRASIN,1,0,1,0,0,0
DAMBOVITA,"CORNESTI, SAT CATUNU",1,1,0,0,0,0
DAMBOVITA,"CORNESTI, SAT FRASIN",1,0,1,0,0,0
DAMBOVITA,"CORNEŞTI, SAT CĂTUNU, STR. NUFERILOR, NR.94",1,1,0,0,0,0
DAMBOVITA,CRANGURI,1,1,0,0,0,0
DAMBOVITA,"CREVEDIA, STR. BUCURESTI TARGOVISTE, NR. 191",1,1,0,0,0,0
DAMBOVITA,CVOM. BUCSANI,1,0,1,0,0,0
DAMBOVITA,Cluj - Napoca,1,0,1,0,0,0
DAMBOVITA,Com. Râu Alb,1,1,0,0,0,0
DAMBOVITA,Comiºani,1,1,0,0,0,0
DAMBOVITA,Comuna Crângurile.,1,1,0,0,0,0
DAMBOVITA,"Comuna Mãneºti, judeþul Dâmboviþa",1,1,0,0,0,0
DAMBOVITA,"Comuna Răzvad, str. Principală, nr. 350, parter, camera 2, jud. Dâmboviţa",1,1,0,0,0,0
DAMBOVITA,"DAMBOVITA, Târgoviºte,Bd. Castanilor, nr. 42",1,1,0,0,0,0
DAMBOVITA,DARAMANESTI,1,0,1,0,0,0
DAMBOVITA,"DARMANESTI, SAT MARGINENI DE SUS",1,0,1,0,0,0
DAMBOVITA,"DARMANESTI, SAT OLARI",1,0,1,0,0,0
DAMBOVITA,"DECINDENI, COMUNA DRAGOMIREŞTI",1,1,0,0,0,0
DAMBOVITA,DOICEŞTI,1,1,0,0,0,0
DAMBOVITA,"DRAGODANA, SAT CUPARU",1,0,1,0,0,0
DAMBOVITA,"DRAGODANA, SAT PICIOR DE MUNTE",1,0,1,0,0,0
DAMBOVITA,DRAGOMIREŞTI,1,1,0,0,0,0
DAMBOVITA,"DRĂGĂEŞTI-PĂMÂNTENI, COMUNA MĂNEŞTI",1,1,0,0,0,0
DAMBOVITA,Dragomiresti,1,0,1,0,0,0
DAMBOVITA,Dragomireşti,1,1,0,0,0,0
DAMBOVITA,DÃRMÃNESTI,1,1,0,0,0,0
DAMBOVITA,DÃRMÃNEºTI,1,1,0,0,0,0
DAMBOVITA,Dâmboviţa,1,1,0,0,0,0
DAMBOVITA,Dărmăneşti,1,1,0,0,0,0
DAMBOVITA,EROARE MATERIALA CU PRIVIRE LA SEDIU,1,1,0,0,0,0
DAMBOVITA,"FINTA, SAT BECHINESTI",1,1,0,0,0,0
DAMBOVITA,"FINTA,SAT GHEBOAIA",1,1,0,0,0,0
DAMBOVITA,"GAESTI,",1,1,0,0,0,0
DAMBOVITA,"GAESTI, 13 DECEMBRIE NR.79 (SCOALA GIMNAZIALA RADU CEL MARE)",1,1,0,0,0,0
DAMBOVITA,"GAESTI, STR. VLADIMIR STREINU NR.88, jud. Dambovita",1,1,0,0,0,0
DAMBOVITA,"GAESTI, STR.NICOLAE TITULESCU NR.5 (CASA DE CULTURÃ)",1,1,0,0,0,0
DAMBOVITA,"GHEBOAIA, COMUNA FINTA",1,1,0,0,0,0
DAMBOVITA,GHEBOIENI,1,0,1,0,0,0
DAMBOVITA,GHERGANI,1,1,0,0,0,0
DAMBOVITA,GURA FOII,1,1,0,0,0,0
DAMBOVITA,"GURA OCNITEI, SAT ADANCA",1,0,1,0,0,0
DAMBOVITA,"GURA OCNIÞEI, SAT SÃCUIENI",1,1,0,0,0,0
DAMBOVITA,GURA OCNIŢEI,1,1,0,0,0,0
DAMBOVITA,GURA SUTII NR. 86,1,1,0,0,0,0
DAMBOVITA,GURA-FOII,1,1,0,0,0,0
DAMBOVITA,Gaesti,1,0,1,0,0,0
DAMBOVITA,"Gaesti, str. 13 Decembrie, nr. 206 (Grup Scolar Iordache Golescu)",1,1,0,0,0,0
DAMBOVITA,"GÃEªTI (GRÃDINIÞA ""INOCENÞA"" GÃEªTI)",1,1,0,0,0,0
DAMBOVITA,"GĂEŞTI, STR. NICOLAE TITULESCU, BL.12, CAMERA 5, PARTER",1,1,0,0,0,0
DAMBOVITA,HULUBESTI,1,0,1,0,0,0
DAMBOVITA,HULUBEªTI,1,1,0,0,0,0
DAMBOVITA,HULUBEºTI NR. 165,1,1,0,0,0,0
DAMBOVITA,I L CARAGIALE,1,0,1,0,0,0
DAMBOVITA,"I.L.CARAGIALE, SAT MIJA",1,1,0,0,0,0
DAMBOVITA,IEDERA,1,0,0,0,1,0
DAMBOVITA,"IEDERA, SAT IEDERA",1,1,0,0,0,0
DAMBOVITA,"IEDERA, SAT IEDERA DE JOS",1,1,0,0,0,0
DAMBOVITA,"IEDERA, SATUL IEDERA DE JOS.",1,1,0,0,0,0
DAMBOVITA,"Ia act de modificarea actului constitutiv in sensul schimbarii sediului Uniunii Judetene CNSLR Fratia Filiala Dambovita din Targoviste str.Arsenalului nr.20 la sediul in care functioneaza SLI Petrolistul Targoviste, din Targoviste Aleea Sinaia nr.6 judetul Dambovita, la S.C. PSV Company SA.",1,0,0,0,1,0
DAMBOVITA,"LOC. BOLOVANI, COMUNA CORNĂTELU, STRADA ION BOLOVANEANU, NR. 305,",1,1,0,0,0,0
DAMBOVITA,"LOC.LUCIENI, ,",1,1,0,0,0,0
DAMBOVITA,"LOCALITATEA GHINESTI, COMUNA SALCIOARA, STRADA S1, NR. 15,",1,1,0,0,0,0
DAMBOVITA,"LOCALITATEA MOGOSANI, SATUL CHIRCA, NR. 37, JUDET DÂMBOVITA",1,1,0,0,0,0
DAMBOVITA,"LOCALITATEA TĂRTASESTI, STR.;MĂGURA NR. 6.",1,1,0,0,0,0
DAMBOVITA,"LOCALITATEA VOINEŞTI, COMUNA VOINEŞTI",1,1,0,0,0,0
DAMBOVITA,"LUCIENI, SAT OLTENI",1,0,1,0,0,0
DAMBOVITA,"LUDEŞTI, SAT TELEŞTI, STR. PRINCIPALĂ, NR. 78",1,1,0,0,0,0
DAMBOVITA,"MALU CU FLORI, SAT CAPU COASTEI",1,1,0,0,0,0
DAMBOVITA,MANESTI,1,0,1,0,0,0
DAMBOVITA,"MANEŞTI, SAT MANESTI",1,1,0,0,0,0
DAMBOVITA,MIRCEA VODA,1,1,0,0,0,0
DAMBOVITA,"MORENI,",1,1,0,0,0,0
DAMBOVITA,"MORENI, JUD. DB",1,1,0,0,0,0
DAMBOVITA,"MORENI, STR. A.A.I.CUZA, NR. 1",1,1,0,0,0,0
DAMBOVITA,"MORENI, STR. TOAMNEI, NR.5 , JUDEÞUL DÂMBOVIÞA",1,0,1,0,0,0
DAMBOVITA,"MORENI, sTR. VICTORIEI, NR. 77, JUD.DÂMBOVIÞA",1,1,0,0,0,0
DAMBOVITA,MUN. TARGOVISTE,1,1,0,0,0,0
DAMBOVITA,MUNICIPIUL MORENI,1,0,0,1,0,0
DAMBOVITA,Moreni str. Toamnei nr.5 judetul Dambovita,1,0,1,0,0,0
DAMBOVITA,"MĂNEŞTI, COMUNA MĂNEŞTI",1,1,0,0,0,0
DAMBOVITA,"MĂRCEŞTI, COMUNA DOBRA",1,1,0,0,0,0
DAMBOVITA,NICULESTI SAT CIOCANARI,1,1,0,0,0,0
DAMBOVITA,"NUCET, SAT NUCET,",1,1,0,0,0,0
DAMBOVITA,OCNIÞA,1,1,0,0,0,0
DAMBOVITA,"ORAS Magurele, str.Ciocarliei, nr 3, jud. Ilfov",1,1,0,0,0,0
DAMBOVITA,"ORAS RACARI,",1,1,0,0,0,0
DAMBOVITA,"ORAS RACARI, SAT GHERGANI , STR G. COSBUC , NR. 1",1,1,0,0,0,0
DAMBOVITA,ORAS TITU,1,1,0,0,0,0
DAMBOVITA,"ORAS TITU, STR. GARII, NR. 21",1,1,0,0,0,0
DAMBOVITA,"ORAS TITU, STR. MIHAI VITEAZU, NR. 1",1,1,0,0,0,0
DAMBOVITA,"ORAS TITU, STR. NNOUA, NR. 9, BL.D1, SC A, ET. 1, AP. 5",1,1,0,0,0,0
DAMBOVITA,"ORASUL RACARI, SAT GHIMPATI",1,1,0,0,0,0
DAMBOVITA,"ORASUL TITU,",1,1,0,0,0,0
DAMBOVITA,"ORASUL TITU, STR. MS. MILITAR AVIATOR LAURENTIU CHIRU NR. 7",1,1,0,0,0,0
DAMBOVITA,"ORS. TITU, STR. PROF, MIHÂILA TUDOR, NR. 4, CAMERA NR 1",1,1,0,0,0,0
DAMBOVITA,"PENITENCIARUL MÃRGINENI , COMUNA I.L.CARAGIALE",1,1,0,0,0,0
DAMBOVITA,PERŞINARI,1,1,0,0,0,0
DAMBOVITA,"PETRESTI, SAT IONESTI, NR. 63",1,1,0,0,0,0
DAMBOVITA,PETREªTI,1,1,0,0,0,0
DAMBOVITA,"PETREŞTI, BL.C, AP.2, ET.1",1,1,0,0,0,0
DAMBOVITA,"PETREŞTI, SAT PETREŞTI",1,1,0,0,0,0
DAMBOVITA,"PETREŞTI, STR. PRINCIPALĂ, NR. 34, BL. B, ET.1, AP.1",1,1,0,0,0,0
DAMBOVITA,PIETRARI,1,1,0,0,0,0
DAMBOVITA,PLOIESTI,1,1,0,0,0,0
DAMBOVITA,POPEŞTI-LEORDENI,1,1,0,0,0,0
DAMBOVITA,"POTLOGI , VA PUTEA FI TRANSFERAT IN ORICE ALT LOC DIN ROMANIA PRIN HOTARIREA CONSILIULUI DIRECTOR CU RESPECTAREA DISPOZITIILOR LEGALE .",1,1,0,0,0,0
DAMBOVITA,"POTLOGI,",1,1,0,0,0,0
DAMBOVITA,"PRODULESTI, STRADA VALE (CAMINUL CULTURAL)",1,1,0,0,0,0
DAMBOVITA,PUCHENI,1,1,0,0,0,0
DAMBOVITA,"PUCHENI, SAT PUCHENI",1,1,0,0,0,0
DAMBOVITA,"PUCIOASA, STR. REPUBLICII, NR.11 A",1,0,1,0,0,0
DAMBOVITA,"PUIEŞTI, JUDEŢUL VASLUI",1,1,0,0,0,0
DAMBOVITA,"RACARI ,STR. BOANGA ,NR.4",1,1,0,0,0,0
DAMBOVITA,"RACARI, STR ANA IPATESCU, NR 178",1,1,0,0,0,0
DAMBOVITA,"RACARI, STR. CUZA VODA, NR 35",1,1,0,0,0,0
DAMBOVITA,RACARI;,1,1,0,0,0,0
DAMBOVITA,RASCAETI,1,1,0,0,0,0
DAMBOVITA,RASCAIETI,1,1,0,0,0,0
DAMBOVITA,RAZVAD DE JOS,1,0,1,0,0,0
DAMBOVITA,"RAZVAD, SAT VALEA VOIEVOZILOR",1,0,1,0,0,0
DAMBOVITA,Razvad,1,1,0,0,0,0
DAMBOVITA,"Razvad, sat Valea Voievozilor",1,0,1,0,0,0
DAMBOVITA,"RÃCARI, ALEEA NUCILOR, NR. 4",1,1,0,0,0,0
DAMBOVITA,Rãzvad,1,0,1,0,0,0
DAMBOVITA,"RĂZVAD, COMUNA RĂZVAD",1,1,0,0,0,0
DAMBOVITA,"S-a dispus schimbarea sediului asociaţiei din Târgovişte Calea Domnească nr. 235, în Târgovişte str. Justiţiei nr. 32, jud. Dâmboviţa",1,1,0,0,0,0
DAMBOVITA,"SAT ALUNISU, COMUNA CORNATELU, STR. C.I.PARHON, NR. 59BIS, JUDEŢ DAMBOVITA.",1,1,0,0,0,0
DAMBOVITA,SAT ANINOASA,1,1,0,0,0,0
DAMBOVITA,"SAT ANINOASA, COMUNA ANINOASA",1,1,0,0,0,0
DAMBOVITA,"SAT BRANISTEA, NR. 18, COMUNA BRANISTEA,",1,1,0,0,0,0
DAMBOVITA,"SAT BREZOAIELE, COM. BREZOAIA",1,1,0,0,0,0
DAMBOVITA,"SAT CAPU COASTEI, COMUNA MALU CU FLORI",1,1,0,0,0,0
DAMBOVITA,SAT COLIBASI,1,1,0,0,0,0
DAMBOVITA,SAT COLIBAŞI,1,1,0,0,0,0
DAMBOVITA,"SAT CROVU,",1,1,0,0,0,0
DAMBOVITA,SAT DARZAT,1,1,0,0,0,0
DAMBOVITA,"SAT DOBRA, COMUNA DOBRA,",1,1,0,0,0,0
DAMBOVITA,"SAT DRAGOMIREŞTI, COMUNA DRAGOMIREŞTI",1,1,0,0,0,0
DAMBOVITA,SAT FIERBINÞI NR. 39,1,1,0,0,0,0
DAMBOVITA,"SAT FRASINU, COMUNA CORNEŞTI",1,1,0,0,0,0
DAMBOVITA,"SAT GHEBOAIA, COMUNA FINTA",1,1,0,0,0,0
DAMBOVITA,SAT GHEBOIENI,1,1,0,0,0,0
DAMBOVITA,"SAT GHIMPATI (RACARI), STR. DAMAROAIA, NR. 128.",1,1,0,0,0,0
DAMBOVITA,"SAT GULIA,",1,1,0,0,0,0
DAMBOVITA,"SAT GULIA, COMUNA TÃRTASESTI, STR. PROFESOR MIRESCU 168D",1,1,0,0,0,0
DAMBOVITA,"SAT IZVOARELE, COMUNA VOINEŞTI",1,1,0,0,0,0
DAMBOVITA,"SAT LUCIENI, COMUNA LUCIENI",1,1,0,0,0,0
DAMBOVITA,"SAT LUNGULEŢU, COMUNA LUNGULEŢU, STRADA BISERICII NR. 6,",1,1,0,0,0,0
DAMBOVITA,"SAT NICULEŞTI, COMUNA NICULEŞTI",1,1,0,0,0,0
DAMBOVITA,"SAT NUCET, COMUNA NUCET",1,1,0,0,0,0
DAMBOVITA,"SAT PERŞINARI, COMUNA PERŞINARI",1,1,0,0,0,0
DAMBOVITA,SAT PICIOR DE MUNTE,1,0,1,0,0,0
DAMBOVITA,"SAT PIETRARI, COMUNA PIETRARI",1,1,0,0,0,0
DAMBOVITA,"SAT POIANA ,COMUNA POIANA",1,1,0,0,0,0
DAMBOVITA,"SAT POIANA,",1,1,0,0,0,0
DAMBOVITA,"SAT RĂŢOAIA, COMUNA BUCŞANI,",1,1,0,0,0,0
DAMBOVITA,"SAT SAMURCAŞI, COMUNA CREVEDIA, JUDEŢUL DÂMBOVIŢA, STRADA DR. DARABAN, NR. 398.",1,1,0,0,0,0
DAMBOVITA,"SAT TĂTĂRANI, COMUNA TĂTĂRANI",1,1,0,0,0,0
DAMBOVITA,SAT VALEA VOIEVOZILOR,1,1,0,0,0,0
DAMBOVITA,"SAT VALEA VOIEVOZILOR,",1,1,0,0,0,0
DAMBOVITA,"SAT VIFORÂTA , COMUNA ANINOASA",1,1,0,0,0,0
DAMBOVITA,"SAT VIºINEºTI, NR.219, COMUNA VIºINEºTI",1,1,0,0,0,0
DAMBOVITA,"SAT VĂLENI DÂMBOVIŢA, COMUNA VALENI DAMBOVITA",1,1,0,0,0,0
DAMBOVITA,SAT ZÃVOIU,1,1,0,0,0,0
DAMBOVITA,"SAT. TEIS, COM. SOTANGA",1,0,1,0,0,0
DAMBOVITA,"SATUL TARTASESTI, COMUNA TARTASESTI, STR.DENTAS NR.68A,",1,1,0,0,0,0
DAMBOVITA,SE ADAUGA NR: 284,1,1,0,0,0,0
DAMBOVITA,"SEDIUL ASOCIATIEI ESTE IN, C2-garaj situat în comuna Snagov, sat Snagov, str. Florilor nr. 94, cvartal 11, parcelele 143,144, judetul Ilfov",1,1,0,0,0,0
DAMBOVITA,SELARU,1,1,0,0,0,0
DAMBOVITA,SOTÂNGA,1,1,0,0,0,0
DAMBOVITA,STR CUZA VODA NR.131,1,1,0,0,0,0
DAMBOVITA,"STR. FANTANELOR, NR.7",1,1,0,0,0,0
DAMBOVITA,"STR.LINISTII, NR.15(CLUBUL COPIILOR GÃESTI)",1,1,0,0,0,0
DAMBOVITA,"Sat FRASIN DEAL, comuna COBIA",1,1,0,0,0,0
DAMBOVITA,Splaiul Unirii,1,1,0,0,0,0
DAMBOVITA,TAGOVISTE,1,1,0,0,0,0
DAMBOVITA,TARGOVISTE BD.INDEPENDENTEI NR.1,1,0,0,1,0,0
DAMBOVITA,TARGOVISTE CARTIER PRISEACA,1,1,0,0,0,0
DAMBOVITA,"TARGOVISTE, STR. 1 MAI NR. 42,",1,1,0,0,0,0
DAMBOVITA,"TARGOVISTE,STR.B-DYL REGELE CAROL 1,NR.40,BL.46,AP.2PARTER",1,1,0,0,0,0
DAMBOVITA,"TARGOVISTE; SEDIU SECUNDAR: TARGOVISTE, STR.TUDOR VLADIMIRESCU NR.52 A",1,1,0,0,0,0
DAMBOVITA,"TARTASESTI, SAT BALDANA",1,0,1,0,0,0
DAMBOVITA,TELESTI,1,1,0,0,0,0
DAMBOVITA,"TITU , STR.GARII ,NR.77",1,1,0,0,0,0
DAMBOVITA,"TITU ,SAT FUSEA,JUDETUL DAMBOVITA",1,1,0,0,0,0
DAMBOVITA,TITU - TÂRG,1,1,0,0,0,0
DAMBOVITA,"TITU, SAT HAGIOAICA ,NR.22",1,1,0,0,0,0
DAMBOVITA,"TITU, STR. NOUÃ, BL. B2, AP. 4",1,1,0,0,0,0
DAMBOVITA,"TITU, STRADA GARII, NR. 11,",1,1,0,0,0,0
DAMBOVITA,TITU-SALCUTA,1,1,0,0,0,0
DAMBOVITA,Targoviste str.Tudor Vladimirescu nr.78 judetul Dambovita,1,0,0,0,1,0
DAMBOVITA,"Targoviste, str. Busuiocului, bl.16, sc.A, ap.5",1,0,1,0,0,0
DAMBOVITA,"Targoviste, str. CALEA CÂMPUL LUNG, NR. 6A, CAMERA 27",1,1,0,0,0,0
DAMBOVITA,"Targoviste, str. Maior Breziºeanu, nr. 24.",1,1,0,0,0,0
DAMBOVITA,"Targoviste, str. Traian Vuia nr. 8",1,0,1,0,0,0
DAMBOVITA,"Targoviste, str.Boerescu Zaharia bl.N2,ap.7",1,0,1,0,0,0
DAMBOVITA,"Targoviste, str.Dr.Marinoiu nr.13A, judetul Dambovita",1,1,0,0,0,0
DAMBOVITA,"Targoviste, str.Justitiei nr.1",1,1,0,0,0,0
DAMBOVITA,"Targoviste, str.Tineretului, bl.28, sc.A, ap.5,jud.Dambovita",1,0,1,0,0,0
DAMBOVITA,"Targoviste, str.belsugului, bl.31, sc.A, ap.18, judet Dambovita",1,0,1,0,0,0
DAMBOVITA,Titu str.Regiei nr.48 judetul Damovita,1,1,0,0,0,0
DAMBOVITA,TÂGOVIŞTE,1,1,0,0,0,0
DAMBOVITA,"TÂRGOVIªTE,",1,1,0,0,0,0
DAMBOVITA,"TÂRGOVIºTE, STR.CALEA CÂMPULUNG,NR.34",1,1,0,0,0,0
DAMBOVITA,"TÂRGOVIºTE, STR.IANCU JIANU, NR.12",1,1,0,0,0,0
DAMBOVITA,"TÂRGOVIºTE, STR.MR.BREZIºEANU, NR.24",1,1,0,0,0,0
DAMBOVITA,Târgoviste,1,1,0,0,0,0
DAMBOVITA,"Târgoviºte, B-DUL MIRCEA CEL BATRAN, NR.7,BL.A4H,ET.5.AP.18, judeþ Dâmboviþa",1,1,0,0,0,0
