priority_rank	priority_score	priority_reason	judet_rank_active	localitate_total_active	categorie	denumire	numar_registru_national	status_normalizat	judet_cheie	localitate_cheie	judet	localitate	adresa	scop_initial	hg_utilitate_publica	data_hg_utilitate_publica	sursa_url
1202	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA PRIETENIE SI SOLIDARITATE	3608/B/1996	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	SOS MIHAI BRAVU, NR.297, BL.15A, AP.28, SECTOR 3	activitate medicala prin cabinete proprii			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1203	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA PRO ART AVANGARDE	3544/B/1996	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	STR TICUS, NR.3, BL.M31 B, SC.1, ET.5, AP.32, SECTOR 3	desfasurarea de activitati culturale, sociale, recreative			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1204	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA PRO CIVICA	3103/B/2001	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	ALEEA DEALUL MĂCINULUI NR.1, BL.A44B, AP.34, SECTOR 6	- asistenţă socială, sprijin umanitar şi caritabil.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1205	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA PRO DINAMO	1087/B/2008	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	CALEA FLOREASCA NR. 18-20, SECTOR 1	- desfăşurarea unor programe de sprijinire, sub diverse forme a activităţii sportive a C.S. Dinamo Bucureşti.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1206	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA PRO DOMUS	3148/B/2007	activa	BUCURESTI	BUCURESTI	BUCURESTI	Bucureşti	str. Ion Brezoianu nr.27, et. 6, sector 1	statut autentificat sub nr. 1080/10.09.2007			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1207	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA PRO EQUESTRIS	865/B/1999	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	STR VASILE CARLOVA, NR.4, BL.A6, ET.4, AP.45, SECTOR 3	descoperirea si indrumarea tinerelor talente in sport, practicarea tturor ramurilor de sport calare			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1208	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA PRO KARATE RAPID	875/B/2000	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCUREŞTI	CALEA GIULEŞTI NR.18, SECTOR 6 - CLUBUL SPORTIV RAPID - SALA DE KARATE	realizarea de programe de sprijinire şi promovare a sporturilor şi în special karate, pentru toate categoriile de vîrste.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1209	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA PRO LUPTE RAPID	3104/B/2001	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCUREŞTI	CALEA GIULEŞTI NR.18, SECTOR 6	- sprijinirea activităţii de promovare a luptelor în rîndul tinerilor;			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1210	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA PRO PATRIA	165/B/1992	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCUREŞTI	DR.TABEREI NR.7-9, SECTOR 6	- promovarea valorilor naţionale în relaţie cu cele universale din domeniul ştiinţei şi artei militare, literaturii, artelor plastice, muzicii, cinematografiei ş.a.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1211	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA PRO POLO	3059/B/1996	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	STR. VASILE CONTA NR. 16, ET. 6, SECTOR 2	il constituie sprijinirea sub diverse forma a polo-ului romanesc in general, a echipelor reprezentative de polo in special precum si actiuni umanitare in legatura cu acestea.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1212	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA PRO POLO	161/B/2004	activa	BUCURESTI	BUCURESTI	BUCURESTI	Bucureşti	Str. Ion Slătineanu nr. 5, Bloc B, scara B, etaj 1, ap. 10, camera 3, sector 1	Pentru realizarea obiectului de activitate, Fundaţia are ca scopuri :			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1213	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA PRO SERBAN	4807/B/2002	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	STR. DARNICIEI NR. 9, SECTOR 5	sprijin umanitar pentru grupuri sociale defavorizate: batrani, bolnavi, nevoiasi, fara adapost, fara familii			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1214	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA PRO SOCIAL	3596/B/1996	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	PIATA ALBA IULIA, NR.8, BL.I7, SC.1, ET.3,AP.8, SECTOR 3	promovarea intereselor categoriilor defavorizate			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1215	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA PRO SPORT ROMANIA	3404/B/1996	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCUREŞTI	STR. ISTRIEI NR. 23, BL. 2B, SC. 1, ET. 3, AP. 21, SECTOR 3.	- promovarea sportului de masă şi profesionist în Romania			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1216	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA PRO SPORT STERE ION	3546/B/1996	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	STR COZLA, NR.3, BL.B, AP.52, SECTOR 3	ajutor umanitar in domeniul sportiv			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1217	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA PRO TINERET-ROMANIA	613/B/1994	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	STR ROTUNDA, NR.9, BL.H20A, SC.1, ET.4, AP.14, SECTOR 3	sprijina activitatile in folosul tineretului			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1218	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA PRO UNIVERSITARIA	53/B/1991	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	STR. STEFAN FURTUNA NR.140 SECT.6	de a stimula si promova reinnoirea invatamantului romanesc, de a incuraja performanta in procesul de invatare in etapa preuniversitara astfel incat scoala superioara sa beneficeze de subiecti apti de a se angaja intr-un efort intelectual progresiv si eficent.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1219	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA PRO-FAMILIA	1159/B/1995	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCUREŞTI	DR.TABEREI 128, BL.TD, AP.63, SECTOR 6	- iniţierea şi sprijinirea unor acţiuni vcare vizează ocrotirea familiei,			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1220	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA PRO-NATURA	3526/B/1996	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	BD UNIRII, NR.70, BL.J4, SC.2, AP.47, SECTOR 3	apararea mediului inconjurator, protectia florei si faunei			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1221	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA PROAM EVENTS	110/B/2013	activa	BUCURESTI	BUCURESTI	BUCURESTI	Bucuresti	str. Banul Antonache nr.63, et.1, ap.3, camera 1, sector 1				https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1222	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA PROCULT	3005/B/1996	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	B-DUL 1 MAI NR. 148 ET. 5 AP.21 SECT.1	este aprofundarea relatiilor de cunoastarea romano-italiene in domeniul cultural, artistic, religios, educativ, turistic, cultural, umanitar.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1223	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA PROF.DR.C.T.NICOLAU	857/B/1993	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	BD FIZICIENILOR, NR.9-11, SECTOR 3	sprijinirea dezvoltarii medicinii private			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1224	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	"FUNDATIA PROFESOR ""GEORGE MANU"""	3096/B/2003	activa	BUCURESTI	BUCURESTI	BUCURESTI	Bucureşti	str. Austrului nr.12, bl.3, et.1, ap.32 sector 2	CAP. II			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1225	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA PROFESOR CONSTANTIN POPOVICI	4642/B/2007	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI, SPLAIUL INDEPENDENŢEI NR. 313, CORP CE, SALA CE101, SECTOR 6				https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1226	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA PROFESOR PETRE HERESCU - PENTRU UROLOGIE SI TRANSPLANTARE RENALA	3248/B/1996	activa	BUCURESTI	BUCURESTI	BUCURESTI	Bucuresti	str.Intrarea Glucozei nr. 37-39 traonson I parter camera 3 sector 2				https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1227	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA PROFESSIONAL BUSINESS & SCHOOL ANTON RATIU	3105/B/2001	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	ALEEA COMPOZITORILOR NR. 6 A, BL. 822, AP. 8 SECTOR 6	- organizarea, dezvoltarea si sustinerea unor centre de instruire care sa asigure pregatirea adecvata, realitatilor vietii economico sociale si policite,			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1228	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA PROFET AMELIORARE HABITAT	3134/B/1996	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	INTR. RIGAS NR. 29B SC. B ET.4 AP.41 SECT.1	a realiza pe cale conlucrarii, operatiunea ce-au numit-o :o ReAdilitare la Cladiri sau alte tipuri de constructii- prin judicioasele refaceri partiale ce lear necesita acestea, in functie de starea lor concreta si respectiv de starea lor preconizata.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1229	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA PROSILVA	3095/B/1996	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI		contribuirea la apararea padurii si mediului impotriva presiunii agresiunilor de orice fel.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1230	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA PROSPORT ROFERD	602/B/1994	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	STR BARAJUL CUCUTENI, NR.4, BL.M5, SC.1, ET.1, AP.8, SECTOR 3	UMANITAR			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1231	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA PROTEUS	164/B/1993	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	B-DUL 1 MAI NR. 125 BL.7 AP.9 SECT.1	de a crea un cadru care sa creeze si sa asigure conditii corespunzatoare pentru cercetarea, inclusiv cercetarea fundamentala si dezvoltarea tehnologiilor avansate de prelucrare a informatiei, tehnologiilor avansate de prelucrare a informatiei, organizarea si utilizarea de structuri infomatinale si informatice diverse inclusiv scopul realizarii si derularii de programe specifice anuntate de diverse organisme interne si internationale.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1232	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA PROVIDENTA	3525/B/1996	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	STR MATEI BASARAB, NR.108, BL.74,SC.A, AP.28, SECTOR 3	promovarea principiilor moralei crestine			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1233	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA PUFU	3032/B/2006	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	BD CAMIL RESSU, NR 36, BL C12, SC 4, AP 48, SECTOR 3	IMBUNATATIREA CALITATII VIETII PERSOANELOR IN VARSTA FARA VENITURI SAU CU VENITURI FOARTE MICI			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1234	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA RACING & SPORT PROMOTION	3107/B/2001	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	BD. ARMATA POPORULUI NR. 130, BL. D 5, AP. 9 SECTOR 6	- caritabile, de intrajutorare si colaborare intre sportivi,			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1235	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA RADU CEL FRUMOS	3135/B/1996	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	STR. POLONA NR. 75 SECT.1	Caritabil si educational.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1236	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA RASCUMPARATI TIMPUL	1426/B/1998	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	STR.ALUNELULUI 1 BL 40 SC 1 ET 10 AP 43, SECTOR 3	protectia copilului			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1237	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA REBUS TIM	572/B/1994	activa	BUCURESTI	BUCURESTI	BUCURESTI	Bucureşti	str. Panduri nr.17, bl.P10, et.8, ap.40 sector 5				https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1238	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA RELIEF	533/B/1994	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	B-DUL N. TITULESCU NR. 16 SC.A ET.8 AP.29 SECT.1	umanitare, de ajutorarea materiala, integrare sociala, si educare a copiilor si tinerilor orfani sau lipsiti de sprijin familial, a ahandicapatilor fizic sau mental, susutinerea bolnavilor, batranilor si in general a persoanelor aflate in nevoie.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1239	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA RINGIER FOUNDATION	3264/B/2007	activa	BUCURESTI	BUCURESTI	BUCURESTI	Bucureşti	bd. Dimitrie Pompeiu nr.9-9A, sector 2	3.1. Scopul Fundaţiei este urmatorul:			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1240	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA ROM MEDICA	535/B/1994	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	STR. TIMISOARA NR.69 BL.C13 SC.C ET.4 AP.95 SECT.6	educational, caritabil, medical, stiintific.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1241	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA ROMA EDUCATION FUND ROMÂNIA	4341/B/2012	activa	BUCURESTI	BUCURESTI	BUCURESTI	Bucuresti	strada Lt. Sachelarie Visarion, nr. 63, sector 2,	Art.1 Scopul Fundaţiei este de a contribui la reducerea decalajelor in procesul educaţional intre populaţia Roma si non-Roma inclusiv prin desegregarea sistemului de educaţie primar (dar nu exclusiv) in România.	1124	18.12.2025	https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1242	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	"FUNDATIA ROMANA ""QITAKY - INSTITUTUL ROMAN PENTRU DEZVOLTAREA POTENTIALULUI UMAN"""	994/B/1995	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	STR. ING.PANDELE TARUSANU NR. 8 AP.1 SECT.1	- intretinerea si recuperarea sanatatii fizice si psihice a tuturor persoanelor care doresc sa imbine metodele medicinii neconventionale cu metode neconventionale preluate din medicina traditionala chineza si medicina populara europeana;			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1243	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	"FUNDATIA ROMANA - ITALIANA ""SOLIDARITATEA"""	55/B/1991	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	STR. SCHITU MAGUREANU NR.39 SECT.1	dezvoltarea solidaritatii intre poporul roman si cel italian.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1244	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA ROMANA ANTICATASTROFA - FRAC	506/B/1994	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	STR. VOILA NR. 10 BL.21 SC.2 ET.1 AP.19 SECT.4	Formuleazaq propuneri si conlucreaza cu organele in drept, pentru prevenirea sau in cazul producerii de catastrofe naturale sau ocazionale, oamenii sa fie protejati, salvati si aparati in conformitate cu Constitutia Romaniei, a legilor tarii si a actelor normative in vigoare.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1245	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	"FUNDATIA ROMANA ANTISTRESS SI ANTIBOLI IMUNITARE ""DRAGON"""	973/B/1995	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	STR. GARLEI NR. 1 SECTOR 1	- de a focaliza atentia si de a stimula contributia specifica, obiectiva pentru promovarea unor masuri vizand apararea sanatatii omului, ameliorarea suferintelor si vindecarea celor bolnavi prin metode clasice traditionale precum si accesul la ultimele noutati in domeniu.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1246	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA ROMANA CASA ŞCOALELOR	169/B/1993	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCUREŞTI	STR.EREMIA GRIGORESCU, NR.26, SECTOR 1	promovarea si utilizarea pe scara larga a tehnologiilor de instruire moderne si de mare eficenta; sprijinirea activitatii de perfectionare a personalului didactic in conducerea stiintifica si in pronmovarea inovatiei in invatamantul romanesc; stimularea activitatii editoriale, a creatiei si productiei de resurse materiale educative.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1247	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA ROMANA DE ARTE MARTIALE	3946/B/2005	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	STR POET VASILE LUCACIU, NR 35, ET 1, SECTOR 3	PROMOVAREA VALORILOR CIVICE SI MORALE PRIN ACTIVITATI DE UTILITATE PUBLICA, SPORTIVE, CULTURAL ARTISTICE			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1248	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA ROMANA DE BIOTERAPIE SI SUGESTIE	182/B/1993	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	STR. VIDELE NR. 26 SECT.1	ocrotirea sanatatii populatiei prin bioterapie si sugestie, cu personal calificativ atestat, precum si dezvoltarea terapiilor neconventionale printr-un ansamblu larg de metode si mijloace utilizate pe plan intern si international in domeniu.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1249	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA ROMANA DE CHITARA	1005/B/1995	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	STR. LAHOVARI NR. 7 SECTOR 1	sa se constituie intr-un mijloc de initiere, promovare si dezvoltare pe multiple planuri (material, social, cultural si spiritual) a activitatii muzicale din Romania, cu precadere asupra celei legate de chitara.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1250	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA ROMANA DE DEMOCRATIE PRIN DREPT -FRDD	923/B/1999	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	STR. LT. SAIDAC GHEORGHE NR. 2A, BL. 12 A ,AP, 10 SECTOR 6	- de a contribui prin activitatile fundatiei la procesul de dezvoltare democratice a societatii romanesti			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1251	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA ROMANA DUNAREA - MAREA NEAGRA	141/B/1992	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	STR. ZEHERAN NR.6 SECT.1	sa contribuie la dezvoltarea relatiilor de colaborare in domeniile economice, stiintifice, etc.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
1252	88	judet_prioritar | localitate_dense:15123 | categorie:fundatie	1	15123	fundatie	FUNDATIA ROMANA PENTRU APARAREA DREPTURILOR ORFANILOR -FRADO	1030/B/1995	activa	BUCURESTI	BUCURESTI	BUCURESTI	BUCURESTI	STR. CALEA DOROBANTILOR NR. 168 BL.15 SC.C AP.78 SECT.1	protectia drepturilor orfanilor in conformiate cu legile internaţionale in vigoare şi cu conventiile de lucru ale organismelor specializate din intreaga lume, la care Romania este parte semnatară			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
